10000000,10000001,51.5766
10000000,10000002,42.4231
10000000,10000003,18.8196
10000000,10000004,20.0623
10000000,10000005,17.3425
10000000,10000006,18.1627
10000000,10000007,20.7387
10000000,10000008,14.9613
10000000,10000009,19.3584
10000000,10000010,16.7099
10000000,10000011,14.4711
10000000,10000012,10.246
10000000,10000013,11.8909
10000000,10000014,7.1926
10000000,10000015,9.50393
10000000,10000016,15.8532
10000000,10000017,16.3805
10000000,10000018,12.5967
10000000,10000019,13.6142
10000000,10000020,24.199
10000000,10000021,17.5428
10000000,10000022,12.2661
10000000,10000023,8.99264
10000000,10000024,7.3584
10000000,10000025,8.97336
10000000,10000026,3.66437
10000000,10000027,15.7126
10000000,10000028,12.0077
10000000,10000029,9.08158
10000000,10000030,27.7703
10000000,10000031,25.6539
10000000,10000032,23.2728
10000000,10000033,25.8801
10000000,10000034,25.1044
10000000,10000035,23.5082
10000000,10000036,23.1138
10000000,10000037,22.0343
10000000,10000038,23.6998
10000000,10000039,21.7636
10000000,10000040,21.8755
10000000,10000041,22.1618
10000000,10000042,23.0143
10000000,10000043,26.1604
10000000,10000044,28.0463
10000000,10000045,27.3745
10000000,10000046,27.8754
10000000,10000047,27.0386
10000000,10000048,22.3191
10000000,10000049,22.446
10000000,10000050,23.1212
10000000,10000051,25.5298
10000000,10000052,13.62
10000000,10000053,15.9914
10000000,10000054,19.6116
10000000,10000055,19.4338
10000000,10000056,15.9202
10000000,10000057,15.8252
10000000,10000058,20.2637
10000000,10000059,17.2701
10000000,10000060,15.5689
10000000,10000061,27.2405
10000000,10000062,15.8374
10000000,10000063,20.4967
10000000,10000064,19.2868
10000000,10000065,20.5805
10000000,10000066,24.2971
10000000,10000067,20.1006
10000000,10000068,18.9759
10000000,10000069,28.3097
10000000,10000070,28.4737
10000000,10000071,30.5975
10000000,10000072,27.8074
10000000,10000073,29.7625
10000000,10000074,31.9476
10000000,10000075,30.8858
10000000,10000076,32.7898
10000000,10000077,31.7024
10000000,10000078,31.135
10000000,10000079,35.5105
10000000,10000080,31.8251
10000000,10000081,32.2581
