link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,3336.9828195377777,,3336.9828195377777,1.3624429527837585,,1.3624429527837585,2.4178853861628316,,2.4178853861628316,2.3835591568126984,,2.3835591568126984,3336.9828195377777,,3336.9828195377777
2,2709.61018934221,,2709.61018934221,1.185767217714208,,1.185767217714208,2.104344421352951,,2.104344421352951,1.93543584953015,,1.93543584953015,2709.61018934221,,2709.61018934221
3,9224.691558436372,,9224.691558436372,1.3236333234358586,,1.3236333234358586,5.8035087490464745,,5.8035087490464745,6.589065398883123,,6.589065398883123,9224.691558436372,,9224.691558436372
4,6860.87820116792,,6860.87820116792,0.9960531664378195,,0.9960531664378195,4.367224036738638,,4.367224036738638,4.900627286548515,,4.900627286548515,6860.87820116792,,6860.87820116792
5,5279.533932701085,,5279.533932701085,0.7030539564298085,,0.7030539564298085,3.4588444988904756,,3.4588444988904756,3.7710956662150608,,3.7710956662150608,5279.533932701085,,5279.533932701085
6,3840.8474018362876,,3840.8474018362876,0.5444449284007542,,0.5444449284007542,2.6785289070992913,,2.6785289070992913,2.7434624298830625,,2.7434624298830625,3840.8474018362876,,3840.8474018362876
7,142.19877601425847,,142.19877601425847,0.1323149838130491,,0.1323149838130491,1.0050002568274738,,1.0050002568274738,0.021545269093069464,,0.021545269093069464,142.19877601425847,,142.19877601425847
8,1256.7961533512407,,1256.7961533512407,0.2887334476217097,,0.2887334476217097,1.439272658923303,,1.439272658923303,0.8977115381080291,,0.8977115381080291,1256.7961533512407,,1256.7961533512407
9,397.3836810935509,,397.3836810935509,0.22274275611809977,,0.22274275611809977,1.1103235925545656,,1.1103235925545656,0.2838454864953935,,0.2838454864953935,397.3836810935509,,397.3836810935509
10,1293.3714118908733,,1293.3714118908733,0.4310915357460816,,0.4310915357460816,1.128992934705779,,1.128992934705779,0.3233428529727183,,0.3233428529727183,1293.3714118908733,,1293.3714118908733
11,2259.5159071712374,,2259.5159071712374,0.47804159418570796,,0.47804159418570796,1.2519512390729122,,1.2519512390729122,0.5648789767928093,,0.5648789767928093,2259.5159071712374,,2259.5159071712374
12,0.07837858349787566,,0.07837858349787566,0.41496697265836646,,0.41496697265836646,1.0000039505108054,,1.0000039505108054,5.5984702498482615e-05,,5.5984702498482615e-05,0.07837858349787566,,0.07837858349787566
13,679.7414053800841,,679.7414053800841,0.5021501077961669,,0.5021501077961669,1.2101013445207478,,1.2101013445207478,0.4855295752714886,,0.4855295752714886,679.7414053800841,,679.7414053800841
14,0.0,,0.0,0.5456603076923077,,0.5456603076923077,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,0.002875683364829627,,0.002875683364829627,0.545660319277671,,0.545660319277671,1.0000000212318234,,1.0000000212318234,7.189208412074067e-07,,7.189208412074067e-07,0.002875683364829627,,0.002875683364829627
16,0.03555419938532475,,0.03555419938532475,0.0761991099993683,,0.0761991099993683,1.0000004340773239,,1.0000004340773239,8.888549846331188e-06,,8.888549846331188e-06,0.03555419938532475,,0.03555419938532475
17,3961.6531026254634,,3961.6531026254634,0.5281453371236107,,0.5281453371236107,1.2709998278291874,,1.2709998278291874,0.6002504700947672,,0.6002504700947672,3961.6531026254634,,3961.6531026254634
18,1080.0047026820591,,1080.0047026820591,0.7082042406917878,,0.7082042406917878,1.0569676176011782,,1.0569676176011782,0.16363707616394835,,0.16363707616394835,1080.0047026820591,,1080.0047026820591
19,320.3693695901432,,320.3693695901432,1.0430038429075905,,1.0430038429075905,1.0241701418226579,,1.0241701418226579,0.0800923423975358,,0.0800923423975358,320.3693695901432,,320.3693695901432
20,840.6800653571318,,840.6800653571318,1.0967265511713091,,1.0967265511713091,1.0769227698361528,,1.0769227698361528,0.21017001633928295,,0.21017001633928295,840.6800653571318,,840.6800653571318
21,2048.572418078073,,2048.572418078073,0.08997610913164784,,0.08997610913164784,1.2239956580686102,,1.2239956580686102,0.5121431045195183,,0.5121431045195183,2048.572418078073,,2048.572418078073
22,850.8439109555818,,850.8439109555818,0.07924689455098337,,0.07924689455098337,1.0780401128915564,,1.0780401128915564,0.21271097773889544,,0.21271097773889544,850.8439109555818,,850.8439109555818
23,2202.516818308794,,2202.516818308794,0.37311900856332775,,0.37311900856332775,1.133973949904249,,1.133973949904249,0.33371466944072636,,0.33371466944072636,2202.516818308794,,2202.516818308794
24,324.4280164367894,,324.4280164367894,0.15419734573113736,,0.15419734573113736,1.0864885035827307,,1.0864885035827307,0.23173429745484955,,0.23173429745484955,324.4280164367894,,324.4280164367894
25,2750.4727908737145,,2750.4727908737145,0.30149476205983666,,0.30149476205983666,2.1243594778835186,,2.1243594778835186,1.9646234220526533,,1.9646234220526533,2750.4727908737145,,2750.4727908737145
26,0.0,,0.0,0.10566266666666667,,0.10566266666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
27,0.0,,0.0,0.10566266666666667,,0.10566266666666667,1.0,,1.0,0.0,,0.0,0.0,,0.0
28,0.0,,0.0,0.10735733333333335,,0.10735733333333335,1.0,,1.0,0.0,,0.0,0.0,,0.0
29,0.0,,0.0,0.060276,,0.060276,1.0,,1.0,0.0,,0.0,0.0,,0.0
30,1.223653020758106,,1.223653020758106,0.07620231016462897,,0.07620231016462897,1.0000303171211151,,1.0000303171211151,0.0003059132551895265,,0.0003059132551895265,1.223653020758106,,1.223653020758106
