Node_ID,Lon,Lat,Tract_Node
0,-122.6015211,45.4614378,0
1,-122.6039882,45.462258,0
2,-122.782374,45.5892875,0
3,-122.7994729,45.5829613,0
4,-122.7800816,45.5891595,0
5,-122.6325398,45.4792488,0
6,-122.6304202,45.4791848,0
7,-122.7358962,45.5967201,0
8,-122.7362895,45.5968756,0
9,-122.6340134,45.4788612,0
10,-122.6855876,45.5343126,0
11,-122.685613,45.5350181,0
12,-122.6782068,45.5772076,0
13,-122.6775077,45.5772075,0
14,-122.6876351,45.5342797,0
15,-122.687541,45.5335582,0
16,-122.6896726,45.5342427,0
17,-122.6897046,45.5349541,0
18,-122.6906665,45.5342264,0
19,-122.6906425,45.5335059,0
20,-122.6790408,45.5771994,0
21,-122.69472,45.534146,0
22,-122.6947456,45.5348615,0
23,-122.6946926,45.5334266,0
24,-122.6987756,45.5340735,0
25,-122.6987512,45.5333671,0
26,-122.6988043,45.5347851,0
27,-122.5248086,45.5139628,0
28,-122.5247989,45.5122117,0
29,-122.702798,45.5339943,0
30,-122.7028273,45.5347101,0
31,-122.7027779,45.5332881,0
32,-122.524816,45.5148937,0
33,-122.7052025,45.4887155,0
34,-122.7064691,45.4886984,0
35,-122.7036161,45.4886992,0
36,-122.7051329,45.4401725,0
37,-122.7063401,45.4401819,0
38,-122.7038218,45.4401578,0
39,-122.6777964,45.4992054,0
40,-122.6778086,45.4988801,0
41,-122.6767819,45.5007407,0
42,-122.7039015,45.480279,0
43,-122.7077581,45.4815763,0
44,-122.6756491,45.5003404,0
45,-122.6746769,45.5004231,0
46,-122.7025632,45.4800321,0
47,-122.7148601,45.451925,0
48,-122.7138155,45.4519007,0
49,-122.7179568,45.4521423,0
50,-122.686395,45.5953007,0
51,-122.6863284,45.5952912,0
52,-122.6315542,45.5718916,0
53,-122.6322611,45.5718902,0
54,-122.6306432,45.5718944,0
55,-122.6868131,45.5953615,0
56,-122.686827,45.5951121,0
57,-122.631738,45.5553729,0
58,-122.6306812,45.5553691,0
59,-122.6327903,45.5553784,0
60,-122.6697836,45.5386714,0
61,-122.6715023,45.5407617,0
62,-122.6317281,45.5590247,0
63,-122.6306744,45.5590229,0
64,-122.6327859,45.5590287,0
65,-122.724538,45.4534716,0
66,-122.7370641,45.4450857,0
67,-122.6317316,45.5662931,0
68,-122.6306605,45.5662959,0
69,-122.678543,45.5536018,0
70,-122.677428,45.5556253,0
71,-122.6317301,45.5664065,0
72,-122.6328007,45.5664056,0
73,-122.6785019,45.5562978,0
74,-122.5717174,45.5805827,0
75,-122.565022,45.5779499,0
76,-122.5655281,45.5214602,0
77,-122.5656136,45.5152246,0
78,-122.6317152,45.5482498,0
79,-122.6307021,45.5482553,0
80,-122.6327315,45.5482482,0
81,-122.5623233,45.5183365,0
82,-122.5642159,45.5149267,0
83,-122.5603174,45.5183445,0
84,-122.5623106,45.5190527,0
85,-122.564225,45.5140354,0
86,-122.564219,45.5146687,0
87,-122.566017,45.5275214,0
88,-122.5660429,45.5263274,0
89,-122.5609286,45.514013,0
90,-122.564327,45.5109431,0
91,-122.5690978,45.5107923,0
92,-122.5609627,45.5109622,0
93,-122.5643465,45.5099906,0
94,-122.5643784,45.508033,0
95,-122.564261,45.5063735,0
96,-122.5632619,45.5054266,0
97,-122.5651816,45.4899557,0
98,-122.5669489,45.4900101,0
99,-122.5634738,45.4899153,0
100,-122.5632086,45.5332932,0
101,-122.560928,45.5334987,0
102,-122.6219615,45.5352509,0
103,-122.620882,45.5356991,0
104,-122.6221026,45.5351911,0
105,-122.6827107,45.4875875,0
106,-122.6825815,45.4870047,0
107,-122.6785929,45.4908429,0
108,-122.5609088,45.4898164,0
109,-122.5604886,45.4898441,0
110,-122.6622833,45.5013972,0
111,-122.6602775,45.4998391,0
112,-122.5550746,45.5140083,0
113,-122.5605761,45.5110024,0
114,-122.5598584,45.511242,0
115,-122.6593749,45.5015629,0
116,-122.6742875,45.5004814,0
117,-122.560321,45.5190521,0
118,-122.5584477,45.518348,0
119,-122.6559915,45.4916094,0
120,-122.6979001,45.5771189,0
121,-122.6982065,45.5771191,0
122,-122.6975327,45.5771185,0
123,-122.6989247,45.5771198,0
124,-122.565603,45.5614999,0
125,-122.5656479,45.5615935,0
126,-122.6789397,45.4972279,0
127,-122.6788366,45.4970392,0
128,-122.6797693,45.4987171,0
129,-122.5651634,45.5613584,0
130,-122.5669715,45.5576929,0
131,-122.6807164,45.4635328,0
132,-122.6803711,45.4637658,0
133,-122.6814645,45.4632487,0
134,-122.6811976,45.4629556,0
135,-122.6825196,45.4594607,0
136,-122.5605379,45.563098,0
137,-122.563132,45.5612891,0
138,-122.6825598,45.4593787,0
139,-122.6827224,45.4590459,0
140,-122.6822561,45.4590448,0
141,-122.6829023,45.4587147,0
142,-122.6840609,45.455001,0
143,-122.6825098,45.4539164,0
144,-122.6847483,45.4561329,0
145,-122.6820692,45.4537269,0
146,-122.6822028,45.4536376,0
147,-122.6816906,45.4534829,0
148,-122.6819725,45.4533494,0
149,-122.6833173,45.4517887,0
150,-122.6852985,45.6043956,0
151,-122.6840491,45.6056206,0
152,-122.6847199,45.4508369,0
153,-122.687139,45.4466116,0
154,-122.6899748,45.4459582,0
155,-122.6864969,45.4444529,0
156,-122.6867442,45.4477959,0
157,-122.6866383,45.4428458,0
158,-122.6867129,45.4396087,0
159,-122.6827931,45.6041399,0
160,-122.6925594,45.4377948,0
161,-122.6869292,45.4398274,0
162,-122.6954083,45.4367146,0
163,-122.696998,45.4361911,0
164,-122.685057,45.5951096,0
165,-122.684548,45.595033,0
166,-122.6973878,45.4360344,0
167,-122.6993378,45.4347766,0
168,-122.700069,45.4343,0
169,-122.7414546,45.44174,0
170,-122.7380011,45.44438,0
171,-122.735706,45.4452171,0
172,-122.609011,45.4938951,0
173,-122.6090096,45.4935142,0
174,-122.6090211,45.4945849,0
175,-122.718261,45.4534393,0
176,-122.6053801,45.4939747,0
177,-122.6054899,45.4940224,0
178,-122.6051385,45.4938704,0
179,-122.5300328,45.5190695,0
180,-122.530028,45.5180981,0
181,-122.6226448,45.4940554,0
182,-122.6226436,45.4947554,0
183,-122.6226446,45.4933284,0
184,-122.523555,45.4932972,0
185,-122.5235611,45.4914832,0
186,-122.5235494,45.494659,0
187,-122.5261639,45.5190857,0
188,-122.5309043,45.5190627,0
189,-122.6851827,45.5243338,0
190,-122.6852766,45.5245142,0
191,-122.6787901,45.6010451,0
192,-122.6796215,45.6015825,0
193,-122.6731823,45.5971723,0
194,-122.6544405,45.4903424,0
195,-122.6541465,45.4903406,0
196,-122.6521474,45.488722,0
197,-122.5891401,45.4938405,0
198,-122.5891485,45.4956603,0
199,-122.5891317,45.4931293,0
200,-122.6867066,45.5957347,0
201,-122.5685354,45.4931051,0
202,-122.5685307,45.4937465,0
203,-122.6857879,45.5941611,0
204,-122.5685404,45.4925617,0
205,-122.6572985,45.4939839,0
206,-122.6587032,45.4963406,0
207,-122.7425654,45.4431248,0
208,-122.6528001,45.4939992,0
209,-122.6531122,45.4949732,0
210,-122.6523831,45.4930587,0
211,-122.7426657,45.4406042,0
212,-122.6485648,45.4939775,0
213,-122.6485314,45.4927119,0
214,-122.556761,45.551776,0
215,-122.5547334,45.5517664,0
216,-122.7068285,45.5353464,0
217,-122.7048352,45.535386,0
218,-122.7088101,45.5353126,0
219,-122.7071675,45.539635,0
220,-122.7052172,45.5401681,0
221,-122.7090795,45.538964,0
222,-122.5526916,45.5586905,0
223,-122.5516896,45.5586041,0
224,-122.5531934,45.5587392,0
225,-122.5942648,45.5366575,0
226,-122.5942524,45.5371983,0
227,-122.5942785,45.5360608,0
228,-122.6455178,45.5200359,0
229,-122.6455209,45.5193308,0
230,-122.6455134,45.520747,0
231,-122.5622972,45.5197625,0
232,-122.5622814,45.5204179,0
233,-122.5790715,45.519809,0
234,-122.5790712,45.5204523,0
235,-122.5790688,45.5191352,0
236,-122.6617849,45.520086,0
237,-122.6617897,45.5193681,0
238,-122.6607342,45.5200825,0
239,-122.660731,45.5208,0
240,-122.6571726,45.5200704,0
241,-122.6570202,45.5202506,0
242,-122.6576202,45.5195419,0
243,-122.6546522,45.5200623,0
244,-122.6546523,45.5193429,0
245,-122.6536322,45.5200586,0
246,-122.653628,45.5207779,0
247,-122.6373212,45.5200168,0
248,-122.6373089,45.5207158,0
249,-122.6373251,45.5193135,0
250,-122.7792624,45.537338,0
251,-122.7803599,45.5383474,0
252,-122.7782147,45.5370084,0
253,-122.6710081,45.5254467,0
254,-122.6707218,45.5262909,0
255,-122.577759,45.568042,0
256,-122.5785934,45.5651461,0
257,-122.721025,45.4761866,0
258,-122.7207594,45.4762174,0
259,-122.5777866,45.5649703,0
260,-122.6989064,45.5372818,0
261,-122.6989187,45.5376385,0
262,-122.5631512,45.5751354,0
263,-122.562362,45.5759288,0
264,-122.6988949,45.5369185,0
265,-122.6778912,45.5036938,0
266,-122.677498,45.5035883,0
267,-122.6786607,45.503775,0
268,-122.6786814,45.5036666,0
269,-122.6781755,45.5036664,0
270,-122.667793,45.5172726,0
271,-122.665746,45.518191,0
272,-122.6786801,45.5029718,0
273,-122.6797273,45.5036739,0
274,-122.6809049,45.5041152,0
275,-122.6804387,45.5037299,0
276,-122.6658482,45.5162036,0
277,-122.5996287,45.5192797,0
278,-122.5987932,45.5192921,0
279,-122.6002283,45.5192697,0
280,-122.6637122,45.5165262,0
281,-122.6851533,45.5208386,0
282,-122.6855196,45.5201418,0
283,-122.6100293,45.4655363,0
284,-122.6100326,45.4641194,0
285,-122.6100217,45.4666285,0
286,-122.6060874,45.4629051,0
287,-122.6066111,45.4629078,0
288,-122.6047746,45.4626814,0
289,-122.7368012,45.5901146,0
290,-122.7371415,45.5894539,0
291,-122.6718667,45.5252901,0
292,-122.6716141,45.5253136,0
293,-122.736434,45.5908122,0
294,-122.6920369,45.4399717,0
295,-122.6935306,45.4399952,0
296,-122.6908574,45.4399612,0
297,-122.7192811,45.5413479,0
298,-122.7191339,45.5411793,0
299,-122.6714278,45.5252621,0
300,-122.7198241,45.5419359,0
301,-122.74545,45.5929353,0
302,-122.7464095,45.5931635,0
303,-122.7444853,45.5927059,0
304,-122.7440945,45.5955785,0
305,-122.7450478,45.595804,0
306,-122.7431254,45.5953464,0
307,-122.7077529,45.4789757,0
308,-122.7077503,45.4782559,0
309,-122.7077499,45.4796657,0
310,-122.6787292,45.5769035,0
311,-122.6798214,45.5771805,0
312,-122.738574,45.4794665,0
313,-122.7420414,45.477619,0
314,-122.7374386,45.4813773,0
315,-122.7038111,45.561834,0
316,-122.7042525,45.5620738,0
317,-122.7303887,45.5953065,0
318,-122.7303787,45.5945739,0
319,-122.730079,45.5952766,0
320,-122.7321438,45.5953285,0
321,-122.7022968,45.5607446,0
322,-122.5123248,45.498508,0
323,-122.5106245,45.4980576,0
324,-122.513864,45.4989083,0
325,-122.6804184,45.6116615,0
326,-122.6804036,45.6094369,0
327,-122.6164839,45.4846915,0
328,-122.6154819,45.484694,0
329,-122.6175102,45.4846923,0
330,-122.6809776,45.6114239,0
331,-122.680823,45.611822,0
332,-122.616465,45.4791803,0
333,-122.6154467,45.4791767,0
334,-122.6174779,45.4791824,0
335,-122.6816359,45.6103027,0
336,-122.6725659,45.5175978,0
337,-122.6726198,45.5174778,0
338,-122.6163605,45.4975406,0
339,-122.6145356,45.4975413,0
340,-122.6180358,45.4975476,0
341,-122.6159982,45.4746373,0
342,-122.616034,45.4732724,0
343,-122.6155565,45.4747436,0
344,-122.6160263,45.4725865,0
345,-122.6160125,45.471894,0
346,-122.6159968,45.4711974,0
347,-122.6159974,45.4704947,0
348,-122.6159983,45.4694233,0
349,-122.6159843,45.4685628,0
350,-122.7120285,45.4561692,0
351,-122.6159783,45.4678584,0
352,-122.6159141,45.4656997,0
353,-122.615908,45.4653208,0
354,-122.6159306,45.4663902,0
355,-122.6159031,45.4650113,0
356,-122.7210852,45.4526025,0
357,-122.6158979,45.4645886,0
358,-122.6158929,45.4643245,0
359,-122.6158743,45.4630078,0
360,-122.6158682,45.4625403,0
361,-122.7210219,45.4523433,0
362,-122.6165875,45.4620808,0
363,-122.6101038,45.4629919,0
364,-122.6161687,45.5231166,0
365,-122.6149907,45.5229723,0
366,-122.6173154,45.5230679,0
367,-122.6161373,45.5192767,0
368,-122.6152035,45.5192748,0
369,-122.721428,45.452479,0
370,-122.6173112,45.519279,0
371,-122.616154,45.5165595,0
372,-122.6152255,45.5165589,0
373,-122.6170935,45.5165628,0
374,-122.6161639,45.5120302,0
375,-122.6151388,45.5120275,0
376,-122.6171078,45.5120328,0
377,-122.6161508,45.5052808,0
378,-122.6151816,45.5052865,0
379,-122.6171245,45.5052754,0
380,-122.6776679,45.4993788,0
381,-122.6158449,45.4902926,0
382,-122.614871,45.4902939,0
383,-122.6168204,45.4902902,0
384,-122.6777251,45.5014573,0
385,-122.754611,45.532164,0
386,-122.7548139,45.5320648,0
387,-122.751428,45.532889,0
388,-122.7189216,45.4994146,0
389,-122.7225326,45.4991206,0
390,-122.556188,45.5475677,0
391,-122.5626745,45.5410735,0
392,-122.7164485,45.5001691,0
393,-122.7140002,45.5016128,0
394,-122.7142812,45.5014187,0
395,-122.7138103,45.501744,0
396,-122.548809,45.5476019,0
397,-122.6738011,45.4984469,0
398,-122.6738603,45.4975094,0
399,-122.6738765,45.4964773,0
400,-122.6739352,45.4957575,0
401,-122.673655,45.4936206,0
402,-122.6736398,45.4928486,0
403,-122.5596115,45.5426201,0
404,-122.6748222,45.4811413,0
405,-122.6738316,45.4811234,0
406,-122.565354,45.4941918,0
407,-122.5645992,45.4972024,0
408,-122.675841,45.4811614,0
409,-122.5651716,45.5030722,0
410,-122.5270647,45.5408888,0
411,-122.527072,45.540566,0
412,-122.52704,45.542034,0
413,-122.5647342,45.4992044,0
414,-122.5017237,45.5044143,0
415,-122.500446,45.5044509,0
416,-122.5026441,45.5043877,0
417,-122.5664134,45.4974252,0
418,-122.5616799,45.4964279,0
419,-122.5023629,45.4959442,0
420,-122.4989783,45.4952575,0
421,-122.5039314,45.4963023,0
422,-122.5633027,45.504379,0
423,-122.562798,45.5043746,0
424,-122.7187388,45.4544737,0
425,-122.7189749,45.4545975,0
426,-122.713457,45.4566674,0
427,-122.7207367,45.4537026,0
428,-122.720424,45.4546573,0
429,-122.7206142,45.4543594,0
430,-122.5639467,45.5043901,0
431,-122.7208057,45.4546694,0
432,-122.7199019,45.4554278,0
433,-122.7242867,45.4547232,0
434,-122.7253364,45.4547261,0
435,-122.721797,45.4546904,0
436,-122.7262428,45.4547317,0
437,-122.7263529,45.4561072,0
438,-122.7272918,45.4547417,0
439,-122.7283624,45.4547483,0
440,-122.7299904,45.4547636,0
441,-122.5373994,45.5451433,0
442,-122.5308464,45.5451815,0
443,-122.7303622,45.4547619,0
444,-122.7313759,45.4547712,0
445,-122.7324053,45.454782,0
446,-122.7333974,45.4547959,0
447,-122.7316743,45.4547743,0
448,-122.5373374,45.5480442,0
449,-122.7345959,45.4548082,0
450,-122.7357387,45.4548195,0
451,-122.737165,45.4548308,0
452,-122.53741,45.5444904,0
453,-122.7380401,45.4548405,0
454,-122.7408605,45.4548674,0
455,-122.740862,45.4541163,0
456,-122.7436037,45.4548945,0
457,-122.6724396,45.4715086,0
458,-122.672194,45.4712872,0
459,-122.6724495,45.4708847,0
460,-122.6724349,45.4699298,0
461,-122.6725652,45.4693562,0
462,-122.6727764,45.4684258,0
463,-122.807317,45.588689,0
464,-122.8045048,45.5857924,0
465,-122.682508,45.4632392,0
466,-122.6844261,45.4631335,0
467,-122.6847916,45.463363,0
468,-122.6849259,45.463091,0
469,-122.6855578,45.4629652,0
470,-122.684973,45.4611568,0
471,-122.679935,45.6098563,0
472,-122.6787439,45.6108817,0
473,-122.6865699,45.462812,0
474,-122.6875732,45.4631507,0
475,-122.6885562,45.4634413,0
476,-122.6782707,45.6127178,0
477,-122.6899091,45.4629834,0
478,-122.6900287,45.4629097,0
479,-122.6899716,45.4630466,0
480,-122.6909568,45.4621473,0
481,-122.691415,45.4611188,0
482,-122.6903357,45.462696,0
483,-122.6776129,45.6110871,0
484,-122.6917714,45.4602541,0
485,-122.69247,45.459618,0
486,-122.6927462,45.4590271,0
487,-122.6952311,45.4586237,0
488,-122.6771333,45.6103454,0
489,-122.696444,45.4585877,0
490,-122.6994356,45.4589095,0
491,-122.6995332,45.4586313,0
492,-122.700765,45.4581079,0
493,-122.702326,45.4580465,0
494,-122.6772066,45.6118913,0
